call_id,complaint_id,client_id,phonefinal,vruline,priority,type,outcome,server,date_received,ser_start,ser_exit
35144,CR1724079,C00004635,975-360-3055,AA0204,0,PS,AGENT,DORIT,12/31/2015,10:08:35,10:26:24
35145,CR1721831,C00004576,103-508-0451,AA0101,0,PS,AGENT,KAZAV,12/30/2015,16:42:04,16:55:27
35146,CR1721759,C00002405,832-945-3518,AA0203,0,NE,AGENT,NAAMA,12/30/2015,14:45:15,15:05:14
35147,CR1720544,C00003331,280-084-9010,AA0201,2,PS,AGENT,YITZ,12/29/2015,13:58:02,14:18:10
35148,CR1719135,C00003877,782-548-4080,AA0213,0,PS,AGENT,DORIT,12/28/2015,9:02:24,9:06:46
35149,CR1716531,C00000799,428-598-3924,AA0102,2,PS,AGENT,YITZ,12/24/2015,9:27:30,9:37:23
35150,CR1715998,C00003848,900-587-9306,AA0206,0,PS,AGENT,MICHAL,12/24/2015,16:51:56,17:10:57
35151,CR1714350,C00004562,949-455-4814,AA0104,0,PS,AGENT,YITZ,12/24/2015,11:30:07,11:43:55
35153,CR1710228,C00006042,523-783-5828,AA0213,1,PS,AGENT,GILI,12/21/2015,10:21:52,10:40:22
35154,CR1709931,C00002988,869-628-6012,AA0206,0,NW,AGENT,ZOHARI,12/21/2015,12:12:42,12:17:32
35155,CR1709512,C00009641,751-672-5553,AA0102,1,PS,AGENT,TOVA,12/18/2015,11:43:43,11:47:32
35157,CR1708095,C00002760,601-853-1510,AA0203,2,PS,AGENT,AVIDAN,12/18/2015,10:43:26,10:45:24
35158,CR1708746,C00004528,463-191-1159,AA0106,1,NE,AGENT,YITZ,12/18/2015,15:41:00,15:42:11
35159,CR1708760,C00001838,456-252-6384,AA0109,0,PS,AGENT,DARMON,12/18/2015,16:13:02,16:21:42
35161,CR1706630,C00001936,325-745-9314,AA0213,1,PS,AGENT,MORIAH,12/17/2015,11:06:26,11:18:33
35162,CR1707167,C00001749,716-219-5759,AA0108,0,TT,AGENT,ANAT,12/16/2015,9:32:05,9:46:35
35163,CR1707326,C00012181,212-628-5234,AA0209,0,NW,AGENT,MICHAL,12/16/2015,10:16:11,10:29:55
35164,CR1697075,C00003500,934-693-6070,AA0203,0,NW,AGENT,IDIT,12/15/2015,9:53:38,10:03:39
35165,CR1697033,C00001967,212-740-9349,AA0202,0,NW,AGENT,SHARON,12/15/2015,16:34:02,16:38:58
35166,CR1696972,C00013556,972-899-2655,AA0103,2,NE,AGENT,DARMON,12/15/2015,11:54:26,11:59:34
35168,CR1695189,C00004929,535-005-3114,AA0102,1,PS,AGENT,MORIAH,12/14/2015,13:04:37,13:09:47
35169,CR1693501,C00005253,978-411-8811,AA0103,1,PS,AGENT,TOVA,12/11/2015,10:10:32,10:10:41
35170,CR1691760,C00002590,337-346-6323,AA0106,0,NW,AGENT,BASCH,12/10/2015,13:32:26,13:49:54
35171,CR1689921,C00000160,708-775-5257,AA0115,2,NW,AGENT,AVNI,12/9/2015,13:25:36,13:26:50
35173,CR1687003,C00002980,139-555-3887,AA0203,0,PS,AGENT,YIFAT,12/8/2015,12:23:44,12:38:01
35175,CR1687846,C00001824,978-715-8876,AA0113,0,NW,AGENT,IDIT,12/8/2015,10:49:29,10:55:18
35176,CR1685073,C00012738,221-308-3268,AA0214,0,NW,AGENT,MIKI,12/7/2015,12:55:12,13:11:40
35177,CR1685410,C00002900,117-688-7009,AA0108,0,TT,AGENT,PINHAS,12/7/2015,16:21:18,16:22:39
35180,CR1686560,C00003252,256-150-2133,AA0213,0,PS,AGENT,NAAMA,12/7/2015,14:22:23,14:31:34
35181,CR1685894,C00002637,561-204-2011,AA0115,0,NW,AGENT,YIFAT,12/7/2015,10:43:34,10:53:00
35182,CR1683408,C00001831,413-657-3854,AA0206,0,PS,AGENT,BASCH,12/4/2015,16:04:55,16:22:59
35183,CR1682281,C00000724,617-019-9325,AA0111,0,TT,AGENT,STEREN,12/3/2015,12:38:16,12:56:39
35184,CR1680162,C00001469,787-256-7058,AA0201,0,PS,AGENT,IDIT,12/2/2015,9:18:50,9:34:52
35186,CR1679785,C00002291,394-787-2286,AA0109,0,PS,AGENT,ANAT,12/2/2015,14:20:19,14:30:03
35188,CR1681090,C00004329,998-054-4150,AA0210,0,NW,AGENT,BASCH,12/2/2015,9:05:44,9:23:02
35189,CR1680376,C00000163,190-702-8786,AA0115,2,PS,AGENT,MORIAH,12/2/2015,16:23:25,16:34:44
35190,CR1678273,C00001375,978-210-7696,AA0101,0,PS,AGENT,BENSION,12/1/2015,10:51:31,11:01:07
35191,CR1677443,C00003590,586-323-8014,AA0209,2,PS,AGENT,SHARON,12/1/2015,15:49:49,16:08:29
35192,CR1677987,C00003178,149-790-2738,AA0109,2,NE,AGENT,SHARON,12/1/2015,13:03:58,13:18:58
35193,CR1678013,C00004025,342-872-6638,AA0213,0,PS,AGENT,IDIT,12/1/2015,12:38:16,12:40:28
35194,CR1675522,C00001885,658-795-2335,AA0215,0,NW,AGENT,STEREN,11/30/2015,16:46:27,17:00:53
35195,CR1676467,C00000934,880-639-6482,AA0111,1,TT,AGENT,MIKI,11/30/2015,9:55:12,9:58:46
35196,CR1674294,C00001174,848-352-5548,AA0215,1,PS,AGENT,AVNI,11/28/2015,10:08:09,10:09:05
35197,CR1673770,C00003980,212-681-7827,AA0109,0,NW,AGENT,MORIAH,11/27/2015,14:41:39,14:59:18
35199,CR1672203,C00002203,107-675-0031,AA0104,0,NW,AGENT,AVNI,11/25/2015,9:00:48,9:03:11
35200,CR1672204,C00003530,609-391-1588,AA0115,0,PS,AGENT,ANAT,11/25/2015,14:43:13,15:03:38
35201,CR1667372,C00000873,781-894-1475,AA0109,0,NW,AGENT,BASCH,11/23/2015,13:59:13,14:19:35
35202,CR1665925,C00003815,672-981-4088,AA0105,1,PS,AGENT,GILI,11/20/2015,10:13:35,10:25:13
35204,CR1664037,C00002947,726-986-0903,AA0204,0,NW,AGENT,BENSION,11/19/2015,12:31:55,12:39:45
35205,CR1663434,C00001275,212-977-4972,AA0115,1,PE,AGENT,YITZ,11/19/2015,9:28:27,9:39:20
35207,CR1661077,C00000155,717-989-7187,AA0205,0,PS,AGENT,TOVA,11/18/2015,15:29:29,15:48:14
35208,CR1662194,C00004655,608-853-8795,AA0203,0,NE,AGENT,ELI,11/18/2015,15:24:38,15:35:29
35209,CR1659903,C00002571,640-195-3963,AA0110,0,PS,AGENT,GILI,11/17/2015,16:05:38,16:18:02
35210,CR1659881,C00012599,924-584-8267,AA0202,0,NW,AGENT,SHARON,11/17/2015,10:40:54,10:59:36
35211,CR1660043,C00005254,985-308-4738,AA0110,0,PS,AGENT,MORIAH,11/17/2015,10:43:23,10:56:14
35212,CR1659490,C00001979,413-656-4315,AA0204,1,PS,AGENT,YITZ,11/17/2015,16:37:27,16:55:19
35213,CR1660469,C00001909,388-035-7021,AA0202,0,PS,AGENT,SHLOMO,11/17/2015,15:15:00,15:15:46
35214,CR1659937,C00004141,617-205-9803,AA0105,2,PS,AGENT,STEREN,11/16/2015,11:07:28,11:07:30
35215,CR1657655,C00000123,907-536-0022,AA0115,0,PS,AGENT,BENSION,11/16/2015,11:31:54,11:49:25
35216,CR1657410,C00000169,441-222-0909,AA0214,0,NW,AGENT,YIFAT,11/16/2015,13:12:29,13:25:45
35217,CR1653597,C00000774,478-015-9888,AA0201,0,NW,AGENT,AVNI,11/13/2015,12:07:43,12:14:09
35218,CR1654790,C00002362,617-876-1247,AA0101,0,PS,AGENT,TOVA,11/13/2015,15:10:28,15:13:23
35220,CR1649584,C00000472,395-986-3749,AA0111,1,TT,AGENT,YIFAT,11/10/2015,12:04:12,12:07:08
35221,CR1646504,C00003803,212-663-1882,AA0106,0,PS,AGENT,ANAT,11/9/2015,10:03:42,10:06:05
35223,CR1647391,C00004690,343-222-6248,AA0101,0,PS,AGENT,BENSION,11/9/2015,9:33:03,9:51:39
35224,CR1643543,C00003510,952-764-8672,AA0204,0,PS,AGENT,NO_SERVER,11/6/2015,13:15:27,13:29:09
35225,CR1641594,C00006039,212-418-1613,AA0201,2,PS,AGENT,TOVA,11/5/2015,12:52:35,13:09:54
35226,CR1639078,C00004222,781-768-0826,AA0109,2,PS,AGENT,TOVA,11/4/2015,9:25:07,9:36:50
35227,CR1640757,C00012221,781-901-0257,AA0103,0,NW,AGENT,AVNI,11/4/2015,15:22:42,15:39:14
35231,CR1638396,C00001760,315-133-2228,AA0104,2,PS,AGENT,TOVA,11/3/2015,15:32:41,15:52:25
35233,CR1635576,C00006342,651-907-6500,AA0115,2,PS,AGENT,MICHAL,11/2/2015,14:16:24,14:28:37
35234,CR1635615,C00000859,212-611-9119,AA0210,2,PS,AGENT,ZOHARI,11/2/2015,16:22:49,16:40:52
35235,CR1636310,C00002623,961-346-1802,AA0202,2,PS,AGENT,STEREN,11/2/2015,13:59:21,14:06:51
35236,CR1631157,C00001522,320-556-8935,AA0214,0,PS,AGENT,IDIT,10/29/2015,14:50:58,15:04:15
35238,CR1629794,C00000559,623-188-8766,AA0214,0,PS,AGENT,SHARON,10/28/2015,14:35:03,14:49:04
35239,CR1626065,C00003329,483-649-2485,AA0104,0,NW,AGENT,IDIT,10/27/2015,10:00:32,10:16:40
35240,CR1627329,C00003146,212-350-4005,AA0106,2,PS,AGENT,MORIAH,10/27/2015,13:31:02,13:48:45
35241,CR1625857,C00005164,617-850-7472,AA0205,2,PS,AGENT,SHARON,10/27/2015,12:49:51,13:04:17
35242,CR1624041,C00003655,617-742-8357,AA0204,0,NE,AGENT,AVIDAN,10/26/2015,10:19:59,10:29:21
35243,CR1624892,C00002642,423-959-7705,AA0101,0,NW,AGENT,BENSION,10/26/2015,9:26:34,9:41:34
35245,CR1621272,C00006001,781-783-8545,AA0209,0,NW,AGENT,YIFAT,10/23/2015,11:04:42,11:10:12
35247,CR1619938,C00000298,617-222-8348,AA0106,2,PS,AGENT,YIFAT,10/22/2015,9:06:07,9:13:42
35248,CR1620269,C00001013,703-040-3412,AA0104,2,PS,AGENT,DORIT,10/22/2015,14:26:30,14:27:04
35250,CR1617821,C00001849,508-560-1374,AA0110,2,PS,AGENT,GILI,10/21/2015,12:19:54,12:36:34
35251,CR1612994,C00005046,212-975-7785,AA0204,0,PS,AGENT,NO_SERVER,10/19/2015,13:01:18,13:09:00
35252,CR1613142,C00006114,712-161-2640,AA0104,0,NE,AGENT,ELI,10/19/2015,9:01:48,9:08:46
35254,CR1610051,C00003735,931-051-0139,AA0115,1,PS,AGENT,AVNI,10/16/2015,11:09:48,11:12:33
35255,CR1610600,C00002315,966-555-5193,AA0105,0,PS,AGENT,NAAMA,10/16/2015,15:45:22,15:52:17
35256,CR1611334,C00002761,212-327-1969,AA0101,2,PS,AGENT,SHARON,10/16/2015,9:18:27,9:29:17
35257,CR1606089,C00003241,374-578-0855,AA0103,2,PS,AGENT,AVIDAN,10/14/2015,10:42:08,10:52:15
35258,CR1606218,C00004383,162-575-3696,AA0115,0,PS,AGENT,BENSION,10/14/2015,14:34:14,14:47:24
35259,CR1605476,C00000993,305-867-9852,AA0204,0,PS,AGENT,BENSION,10/14/2015,11:45:34,11:48:25
35260,CR1606177,C00000686,851-540-0485,AA0209,2,PS,AGENT,ZOHARI,10/14/2015,12:44:47,12:58:23
35261,CR1604777,C00003793,111-828-4630,AA0104,0,NW,AGENT,YIFAT,10/13/2015,9:50:21,10:06:38
35262,CR1603993,C00003120,585-648-5675,AA0203,0,PS,AGENT,TOVA,10/13/2015,13:41:17,13:56:55
35263,CR1604622,C00003015,930-562-0448,AA0103,2,PS,AGENT,AVIDAN,10/13/2015,14:19:41,14:24:28
35265,CR1598361,C00004320,767-404-9454,AA0109,0,PS,AGENT,IDIT,10/8/2015,14:38:19,14:42:24
35266,CR1599074,C00004352,414-332-5452,AA0214,1,PS,AGENT,STEREN,10/8/2015,16:21:35,16:22:27
35267,CR1597859,C00005107,716-212-2426,AA0110,0,NW,AGENT,YIFAT,10/7/2015,10:31:44,10:46:42
35270,CR1594577,C00004659,567-383-9205,AA0215,2,PS,AGENT,YITZ,10/6/2015,10:59:13,11:07:07
35271,CR1592361,C00006039,212-418-1613,AA0105,1,PS,AGENT,IDIT,10/5/2015,10:00:28,10:08:15
35272,CR1592376,C00001877,206-175-2272,AA0201,2,NE,AGENT,NAAMA,10/5/2015,14:13:48,14:21:20
35274,CR1590033,C00002457,806-657-6811,AA0201,2,NE,AGENT,SHARON,10/2/2015,16:31:53,16:47:59
35275,CR1591112,C00007327,175-084-6578,AA0214,0,PS,AGENT,BENSION,10/2/2015,12:46:24,13:00:27
35277,CR1589158,C00003712,617-603-8988,AA0101,0,PS,AGENT,NO_SERVER,10/1/2015,13:59:04,14:12:53
35278,CR1587268,C00003677,571-351-0908,AA0203,0,PS,AGENT,YIFAT,9/30/2015,9:40:23,9:58:22
35280,CR1585615,C00006178,212-381-6830,AA0109,2,NE,AGENT,ELI,9/29/2015,14:55:04,14:57:26
35281,CR1583730,C00003546,523-896-8322,AA0209,2,NE,AGENT,MORIAH,9/28/2015,12:27:15,12:32:57
35282,CR1582436,C00006789,508-381-8803,AA0105,0,NE,AGENT,ZOHARI,9/28/2015,16:17:43,16:20:17
35283,CR1580637,C00006798,504-694-5308,AA0104,0,PS,AGENT,MICHAL,9/25/2015,12:55:17,13:09:41
35289,CR1574594,C00001736,674-955-0036,AA0102,2,PS,AGENT,MORIAH,9/22/2015,13:01:45,13:19:51
35290,CR1574697,C00001167,186-005-8724,AA0104,2,PS,AGENT,BASCH,9/22/2015,15:32:39,15:47:17
35291,CR1570979,C00002972,212-470-0776,AA0105,2,PS,AGENT,AVIDAN,9/18/2015,14:44:57,15:02:48
35292,CR1569035,C00002707,127-653-6370,AA0105,0,PS,AGENT,AVNI,9/17/2015,12:52:22,13:05:31
35293,CR1569034,C00002675,379-828-5424,AA0103,0,PS,AGENT,SHLOMO,9/17/2015,11:38:43,11:39:51
35294,CR1569091,C00008287,259-161-5246,AA0115,2,PS,AGENT,KAZAV,9/17/2015,11:45:04,11:47:46
35297,CR1565422,C00000968,978-903-9812,AA0201,2,PS,AGENT,IDIT,9/15/2015,14:31:30,14:43:44
35298,CR1565097,C00001978,932-474-4557,AA0213,2,NE,AGENT,ELI,9/15/2015,13:30:22,13:35:31
35299,CR1565640,C00000027,407-745-6584,AA0206,2,PS,AGENT,MIKI,9/15/2015,16:07:13,16:20:20
35300,CR1563428,C00002411,631-071-0243,AA0103,2,PS,AGENT,MICHAL,9/14/2015,16:36:55,16:50:33
35301,CR1561156,C00003025,809-843-6560,AA0104,2,PS,AGENT,IDIT,9/11/2015,13:46:53,13:50:14
35302,CR1559295,C00004530,883-025-8077,AA0103,0,PS,AGENT,MORIAH,9/10/2015,16:26:53,16:30:46
35303,CR1558253,C00002832,261-752-0589,AA0209,1,PS,AGENT,ZOHARI,9/10/2015,14:10:59,14:21:56
35304,CR1559403,C00001077,402-237-4396,AA0101,0,PS,AGENT,ZOHARI,9/10/2015,16:52:44,17:09:50
35305,CR1559884,C00002643,275-098-9943,AA0106,2,PS,AGENT,SHARON,9/10/2015,10:44:23,10:49:42
35306,CR1556280,C00003028,904-071-8781,AA0115,0,NW,AGENT,MORIAH,9/9/2015,13:25:15,13:27:46
35307,CR1557728,C00000926,212-932-4202,AA0203,0,NW,AGENT,MORIAH,9/9/2015,9:07:25,9:18:39
35309,CR1555435,C00003486,315-285-3270,AA0210,2,NE,AGENT,ZOHARI,9/8/2015,14:44:21,14:44:46
35310,CR1555854,C00001924,842-268-8750,AA0115,2,PS,AGENT,DORIT,9/8/2015,11:47:23,11:58:03
35311,CR1554613,C00003759,710-452-4737,AA0206,1,PS,AGENT,STEREN,9/8/2015,15:29:51,15:37:03
35312,CR1555865,C00000209,431-846-0245,AA0103,2,PS,AGENT,KAZAV,9/8/2015,16:30:10,16:37:04
35314,CR1550810,C00003714,888-142-1355,AA0213,0,PS,AGENT,MICHAL,9/3/2015,11:24:46,11:39:37
35317,CR1550385,C00000905,586-842-3973,AA0204,0,NW,AGENT,KAZAV,9/2/2015,14:39:06,14:46:01
35318,CR1548882,C00002909,374-813-8401,AA0109,0,PS,AGENT,AVIDAN,9/2/2015,11:32:50,11:41:37
35319,CR1549739,C00012344,184-509-6210,AA0202,0,PS,AGENT,YIFAT,9/2/2015,10:37:15,10:57:26
35320,CR1549210,C00003260,280-270-5976,AA0202,2,PS,AGENT,TOVA,9/2/2015,12:15:01,12:24:30
35322,CR1546881,C00006183,212-796-2733,AA0209,1,PS,AGENT,ANAT,9/1/2015,10:16:36,10:24:19
35323,CR1547718,C00000833,440-601-0701,AA0102,0,PS,AGENT,KAZAV,9/1/2015,14:34:36,14:46:38
35327,CR1540488,C00001283,252-408-8007,AA0109,1,PS,AGENT,DORIT,8/27/2015,14:05:18,14:21:52
35328,CR1540348,C00003281,863-792-2119,AA0202,0,PS,AGENT,GILI,8/27/2015,9:19:43,9:29:23
35329,CR1538753,C00011362,413-200-5999,AA0202,1,PS,AGENT,DORIT,8/26/2015,13:05:00,13:05:19
35330,CR1537815,C00004729,824-714-4182,AA0206,1,PS,AGENT,MIKI,8/26/2015,9:23:58,9:43:51
35331,CR1535915,C00001014,212-397-3526,AA0110,2,PS,AGENT,KAZAV,8/25/2015,11:13:05,11:28:20
35332,CR1535245,C00002930,743-738-0264,AA0203,2,PS,AGENT,TOVA,8/25/2015,9:30:46,9:37:48
35333,CR1535757,C00003288,281-197-4403,AA0203,0,PS,AGENT,AVIDAN,8/25/2015,11:31:34,11:43:40
35334,CR1536162,C00011676,693-673-4589,AA0104,1,PS,AGENT,AVNI,8/25/2015,12:39:12,12:51:55
35335,CR1533059,C00003619,650-057-6559,AA0213,2,PS,AGENT,MIKI,8/24/2015,16:54:35,17:10:13
35336,CR1534034,C00002293,212-301-2298,AA0213,2,PS,AGENT,ANAT,8/24/2015,12:39:35,12:49:44
35337,CR1533412,C00003384,125-611-1277,AA0106,1,PS,AGENT,BASCH,8/24/2015,15:47:35,15:55:16
35338,CR1531207,C00004607,388-005-5098,AA0210,2,PS,AGENT,BASCH,8/21/2015,15:52:44,16:02:02
35339,CR1530932,C00001424,643-014-8434,AA0103,0,NW,AGENT,YITZ,8/21/2015,16:17:44,16:20:44
35340,CR1530223,C00003622,416-541-3526,AA0205,1,PS,AGENT,AVIDAN,8/21/2015,12:24:23,12:27:22
35341,CR1530918,C00004408,402-984-2932,AA0104,0,PS,AGENT,IDIT,8/21/2015,15:40:19,15:42:37
35342,CR1529068,C00003131,649-878-4136,AA0110,1,PS,AGENT,SHLOMO,8/20/2015,10:05:06,10:06:10
35343,CR1527715,C00001143,617-440-6797,AA0109,0,NW,AGENT,MORIAH,8/20/2015,12:55:29,13:12:24
35345,CR1528499,C00003840,716-080-0475,AA0213,0,PS,AGENT,TOVA,8/20/2015,14:04:26,14:14:07
35346,CR1526589,C00003664,978-564-1811,AA0106,0,PS,AGENT,YIFAT,8/19/2015,14:07:48,14:09:35
35347,CR1525790,C00000865,723-541-6787,AA0202,0,NE,AGENT,ELI,8/19/2015,13:07:45,13:13:53
35348,CR1527123,C00004258,547-226-1341,AA0109,0,NW,AGENT,MICHAL,8/19/2015,13:13:20,13:25:11
35349,CR1524924,C00003656,659-966-0126,AA0109,2,PS,AGENT,KAZAV,8/18/2015,12:43:33,13:03:33
35350,CR1523827,C00004824,830-754-5842,AA0106,0,PS,AGENT,IDIT,8/18/2015,13:04:00,13:24:34
35351,CR1521079,C00004465,342-176-1543,AA0204,0,NW,AGENT,KAZAV,8/17/2015,9:46:05,9:48:20
35352,CR1522316,C00002312,947-269-8060,AA0205,2,NE,AGENT,ELI,8/17/2015,13:07:48,13:20:58
35353,CR1522811,C00002563,816-876-5732,AA0202,0,PS,AGENT,YIFAT,8/17/2015,15:19:27,15:34:56
35354,CR1523000,C00001667,212-797-3693,AA0205,0,NE,AGENT,ZOHARI,8/17/2015,9:47:44,10:01:44
35355,CR1522794,C00001134,867-032-0031,AA0115,0,PS,AGENT,DARMON,8/17/2015,14:29:59,14:43:31
35356,CR1519771,C00003894,422-368-0621,AA0203,0,PS,AGENT,ANAT,8/14/2015,13:31:41,13:46:02
35357,CR1517203,C00002779,632-554-9399,AA0204,0,PS,AGENT,SHARON,8/13/2015,12:06:53,12:13:23
35358,CR1518405,C00004642,231-693-5871,AA0115,0,PS,AGENT,BASCH,8/13/2015,14:52:10,15:01:08
35359,CR1517159,C00011886,508-253-5013,AA0213,2,PS,AGENT,KAZAV,8/13/2015,10:19:04,10:20:55
35360,CR1515151,C00003331,280-084-9010,AA0210,2,NE,AGENT,KAZAV,8/12/2015,15:45:57,15:59:36
35361,CR1513764,C00001075,617-348-7409,AA0105,2,PS,AGENT,YIFAT,8/11/2015,13:42:43,13:50:49
35362,CR1510219,C00000785,953-922-9590,AA0210,1,PS,AGENT,YIFAT,8/10/2015,9:12:04,9:20:43
35363,CR1511129,C00000554,314-938-3383,AA0206,2,PS,AGENT,NAAMA,8/10/2015,16:58:20,17:06:55
35364,CR1508948,C00001007,109-003-9688,AA0115,0,PS,AGENT,DORIT,8/7/2015,12:23:47,12:37:58
35365,CR1508367,C00000888,731-211-4503,AA0105,2,PS,AGENT,MORIAH,8/7/2015,16:48:07,16:50:04
35366,CR1506722,C00011380,671-227-4344,AA0206,0,NE,AGENT,ELI,8/6/2015,14:24:33,14:33:31
35369,CR1499519,C00003494,598-772-9171,AA0102,0,PS,AGENT,BENSION,8/3/2015,13:07:18,13:17:08
35370,CR1499374,C00002437,852-756-1134,AA0205,1,PS,AGENT,GILI,8/3/2015,10:14:19,10:18:34
35372,CR1500056,C00002476,585-736-4906,AA0206,0,PS,AGENT,ANAT,8/3/2015,11:50:53,12:01:00
35373,CR1499030,C00002099,212-798-5309,AA0209,0,PS,AGENT,YIFAT,8/3/2015,16:22:44,16:32:46
35374,CR1496787,C00013404,508-850-2826,AA0101,0,PS,AGENT,AVNI,7/31/2015,14:51:18,14:53:39
35375,CR1497394,C00013090,514-357-3232,AA0213,0,PS,AGENT,DORIT,7/31/2015,13:11:50,13:22:52
35376,CR1496298,C00000297,617-879-7525,AA0108,0,TT,AGENT,ZOHARI,7/31/2015,9:59:32,10:04:46
35378,CR1493848,C00004486,446-071-0725,AA0206,1,PS,AGENT,GELBER,7/29/2015,13:05:51,13:09:19
35379,CR1490032,C00002183,585-828-6202,AA0110,2,NE,AGENT,ELI,7/28/2015,12:44:54,13:00:17
35381,CR1489805,C00001863,131-514-2468,AA0209,0,NW,AGENT,BASCH,7/28/2015,12:54:51,13:07:31
35382,CR1488438,C00011136,683-583-3385,AA0210,0,PS,AGENT,IDIT,7/27/2015,9:39:06,9:39:26
35384,CR1486248,C00001986,637-495-4282,AA0203,0,PS,AGENT,SHARON,7/24/2015,16:28:11,16:41:40
35385,CR1485421,C00001772,618-587-4989,AA0101,0,PS,AGENT,TOVA,7/24/2015,12:38:15,12:41:34
35386,CR1486127,C00004927,157-887-6328,AA0105,0,PS,AGENT,ZOHARI,7/24/2015,12:15:15,12:35:31
35387,CR1486487,C00003676,123-604-1257,AA0202,2,PS,AGENT,YIFAT,7/24/2015,12:14:14,12:15:48
35388,CR1484573,C00002509,960-349-7112,AA0109,2,PS,AGENT,AVIDAN,7/23/2015,16:22:56,16:41:00
35389,CR1483676,C00003542,703-921-5590,AA0101,2,PS,AGENT,DORIT,7/23/2015,13:22:44,13:31:58
35390,CR1484719,C00004689,716-126-8800,AA0115,2,PS,AGENT,MORIAH,7/23/2015,11:28:00,11:36:39
35391,CR1483574,C00002727,331-974-0210,AA0109,0,NW,AGENT,KAZAV,7/23/2015,15:28:11,15:30:36
35392,CR1480557,C00003459,962-054-7204,AA0105,0,NE,AGENT,BASCH,7/22/2015,9:35:32,9:55:51
35393,CR1478732,C00001818,241-723-0244,AA0116,0,IN,AGENT,BASCH,7/21/2015,14:40:07,14:51:35
35394,CR1478733,C00012859,212-805-3950,AA0109,1,PS,AGENT,SHARON,7/21/2015,13:16:44,13:25:37
35396,CR1474183,C00004659,127-696-9447,AA0110,2,PS,AGENT,YITZ,7/17/2015,14:25:53,14:31:43
35398,CR1469576,C00004192,165-231-7045,AA0204,0,PS,AGENT,AVNI,7/15/2015,10:40:43,10:47:07
35399,CR1468803,C00000078,206-534-4919,AA0215,1,PS,AGENT,IDIT,7/15/2015,11:44:47,11:55:29
35400,CR1468273,C00000406,301-721-1727,AA0109,2,NE,AGENT,MORIAH,7/14/2015,13:54:31,14:14:06
35401,CR1464403,C00005413,901-442-6066,AA0213,0,NW,AGENT,MORIAH,7/13/2015,15:22:10,15:24:34
35402,CR1464728,C00008276,187-137-2310,AA0115,1,PS,AGENT,STEREN,7/13/2015,10:25:46,10:37:03
35403,CR1466020,C00001831,413-657-3854,AA0110,0,PS,AGENT,SHARON,7/13/2015,13:35:23,13:49:22
35404,CR1461313,C00001828,978-153-5816,AA0109,2,PS,AGENT,GELBER,7/10/2015,13:16:24,13:30:03
35406,CR1462991,C00001806,299-048-4196,AA0104,2,PS,AGENT,ANAT,7/10/2015,14:31:26,14:46:57
35408,CR1456740,C00004651,985-977-1671,AA0210,2,PS,AGENT,NAAMA,7/8/2015,12:55:23,13:03:55
35409,CR1456767,C00004559,863-794-6527,AA0101,0,NW,AGENT,BENSION,7/8/2015,9:06:51,9:25:52
35410,CR1458981,C00000347,617-497-6254,AA0205,0,PS,AGENT,AVNI,7/8/2015,16:37:17,16:47:22
35411,CR1454378,C00003213,212-406-6261,AA0203,0,PS,AGENT,STEREN,7/7/2015,10:56:58,11:06:15
35412,CR1452382,C00005287,810-001-6001,AA0201,0,PS,AGENT,TOVA,7/6/2015,10:19:52,10:26:18
35413,CR1448988,C00002438,647-549-8325,AA0202,2,PS,AGENT,IDIT,7/2/2015,13:32:17,13:42:18
35414,CR1448026,C00002637,561-204-2011,AA0101,0,NW,AGENT,STEREN,7/1/2015,15:43:01,15:58:48
35415,CR1448774,C00003063,533-625-0496,AA0101,1,PS,AGENT,STEREN,7/1/2015,12:35:39,12:49:31
35417,CR1448785,C00003051,617-887-6642,AA0213,0,PS,AGENT,MIKI,7/1/2015,10:42:57,10:48:24
35418,CR1445912,C00001827,612-176-1959,AA0105,1,PE,AGENT,MIKI,6/30/2015,9:24:14,9:34:17
35420,CR1438258,C00001286,567-845-8514,AA0102,2,NE,AGENT,BASCH,6/25/2015,11:07:44,11:08:01
35421,CR1437540,C00001462,818-120-9985,AA0213,0,PS,AGENT,SHLOMO,6/25/2015,9:48:29,9:52:11
35422,CR1436880,C00003885,737-780-6125,AA0203,2,PS,AGENT,MORIAH,6/24/2015,14:03:27,14:06:22
35423,CR1433701,C00001780,192-344-2020,AA0206,2,PS,AGENT,TOVA,6/23/2015,15:23:34,15:42:14
35424,CR1433657,C00002965,510-899-6373,AA0109,2,PS,AGENT,MIKI,6/23/2015,13:59:18,14:18:25
35425,CR1433685,C00000658,747-136-8156,AA0210,1,PS,AGENT,STEREN,6/23/2015,16:45:39,16:59:03
35426,CR1431425,C00011063,695-228-1201,AA0209,2,PS,AGENT,STEREN,6/22/2015,10:44:05,10:51:03
35427,CR1431880,C00000419,373-522-8282,AA0214,0,PS,AGENT,KAZAV,6/22/2015,14:31:08,14:37:01
35428,CR1432487,C00004345,289-139-8263,AA0201,2,PS,AGENT,YIFAT,6/22/2015,16:09:41,16:10:13
35430,CR1425657,C00003980,212-681-7827,AA0203,0,NE,AGENT,ELI,6/17/2015,14:39:34,14:59:24
35432,CR1426496,C00001656,640-080-1042,AA0213,0,PS,AGENT,TOVA,6/17/2015,9:09:00,9:12:12
35434,CR1423243,C00008738,155-479-6531,AA0115,0,PS,AGENT,BENSION,6/16/2015,16:47:39,17:01:00
